Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-roja-parfums-elysium-cologne;Decante Elysium (Cologne) - Roja Parfums;Decantes > Roja Parfums;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-ROJA-ELYSIUMCOLOG-2ML;;SIM;NÃO;"<p><strong>ELYSIUM (COLOGNE)</strong> de <strong>ROJA PARFUMS</strong> é um perfume <em>Cítrico Aromático Masculino</em> lançado em <strong>2017</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Roja Dove</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Toranja</em>, <em>Limão</em>, <em>Gálbano</em> e <em>Lima</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Vetiver</em>, <em>Bagas de Zimbro</em> e <em>Gengibre</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Ambergris</em>, <em>Couro</em>, <em>Musgo de Carvalho</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Roja Parfums, Elysium (Cologne), importado, perfume;Decante Elysium (Cologne) - Roja Parfums | Original Montalk;Compre decante original de Elysium (Cologne) - Roja Parfums fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Roja Parfums;SIM;;;;
decante-roja-parfums-elysium-cologne;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-ROJA-ELYSIUMCOLOG-5ML;;;NÃO;;;;;;SIM;;;;
decante-roja-parfums-elysium-cologne;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-ROJA-ELYSIUMCOLOG-10ML;;;NÃO;;;;;;SIM;;;;
decante-roja-parfums-enigma;Decante Enigma - Roja Parfums;Decantes > Roja Parfums;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-ROJA-ENIGMA-2ML;;SIM;NÃO;"<p><strong>ENIGMA</strong> de <strong>ROJA PARFUMS</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2013</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Roja Dove</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Heliotrópio</em>, <em>Jasmim</em> e <em>Rosa de Maio</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Tabaco</em>, <em>Conhaque</em>, <em>Baunilha</em> e <em>Benzoin</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Roja Parfums, Enigma, importado, perfume;Decante Enigma - Roja Parfums | Original Montalk;Compre decante original de Enigma - Roja Parfums fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Roja Parfums;SIM;;;;
decante-roja-parfums-enigma;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-ROJA-ENIGMA-5ML;;;NÃO;;;;;;SIM;;;;
decante-roja-parfums-enigma;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-ROJA-ENIGMA-10ML;;;NÃO;;;;;;SIM;;;;
decante-tom-ford-lost-cherry;Decante Lost Cherry - Tom Ford;Decantes > Tom Ford;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-TOM--LOSTCHERRY-2ML;;SIM;NÃO;"<p><strong>LOST CHERRY</strong> de <strong>TOM FORD</strong> é um perfume <em>Oriental Floral Compartilhável (Unissex)</em> lançado em <strong>2018</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Louise Turner</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Cereja Preta</em>, <em>Licor de Cereja</em> e <em>Amêndoa Amarga</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa Turca</em> e <em>Jasmim Sambac</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Fava Tonka</em>, <em>Sândalo</em> e <em>Vetiver</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Tom Ford, Lost Cherry, importado, perfume;Decante Lost Cherry - Tom Ford | Original Montalk;Compre decante original de Lost Cherry - Tom Ford fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Tom Ford;SIM;;;;
decante-tom-ford-lost-cherry;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-TOM--LOSTCHERRY-5ML;;;NÃO;;;;;;SIM;;;;
decante-tom-ford-lost-cherry;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-TOM--LOSTCHERRY-10ML;;;NÃO;;;;;;SIM;;;;
decante-tom-ford-oud-wood;Decante Oud Wood - Tom Ford;Decantes > Tom Ford;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-TOM--OUDWOOD-2ML;;SIM;NÃO;"<p><strong>OUD WOOD</strong> de <strong>TOM FORD</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2007</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Richard Herpin</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Pimenta Sichuan</em> e <em>Cardamomo</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Agarwood (Oud)</em>, <em>Sândalo</em> e <em>Vetiver</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Fava Tonka</em>, <em>Baunilha</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Tom Ford, Oud Wood, importado, perfume;Decante Oud Wood - Tom Ford | Original Montalk;Compre decante original de Oud Wood - Tom Ford fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Tom Ford;SIM;;;;
decante-tom-ford-oud-wood;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-TOM--OUDWOOD-5ML;;;NÃO;;;;;;SIM;;;;
decante-tom-ford-oud-wood;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-TOM--OUDWOOD-10ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-alexandria-ii;Decante Alexandria II - Xerjoff;Decantes > Xerjoff;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-XERJ-ALEXANDRIAII-2ML;;SIM;NÃO;"<p><strong>ALEXANDRIA II</strong> de <strong>XERJOFF</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2012</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Chris Maurice</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Jacarandá</em>, <em>Lavanda</em>, <em>Canela</em> e <em>Maçã</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa</em>, <em>Cedro</em> e <em>Lírio-do-Vale</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Oud</em>, <em>Sândalo</em>, <em>Âmbar</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Xerjoff, Alexandria II, importado, perfume;Decante Alexandria II - Xerjoff | Original Montalk;Compre decante original de Alexandria II - Xerjoff fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Xerjoff;SIM;;;;
decante-xerjoff-alexandria-ii;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-XERJ-ALEXANDRIAII-5ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-alexandria-ii;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-XERJ-ALEXANDRIAII-10ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-erba-pura;Decante Erba Pura - Xerjoff;Decantes > Xerjoff;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-XERJ-ERBAPURA-2ML;;SIM;NÃO;"<p><strong>ERBA PURA</strong> de <strong>XERJOFF</strong> é um perfume <em>Oriental Frutado Compartilhável (Unissex)</em> lançado em <strong>2019</strong>. <em>Os perfumistas</em> que assinam esta fragrância são <strong>Christian Carbonnel e Laura Santander</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Laranja Sanguínea</em>, <em>Bergamota</em> e <em>Limão Siciliano</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Frutas Médias</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar Branco</em>, <em>Âmbar Cinzento</em> e <em>Baunilha de Madagascar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Xerjoff, Erba Pura, importado, perfume;Decante Erba Pura - Xerjoff | Original Montalk;Compre decante original de Erba Pura - Xerjoff fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Xerjoff;SIM;;;;
decante-xerjoff-erba-pura;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-XERJ-ERBAPURA-5ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-erba-pura;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-XERJ-ERBAPURA-10ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-naxos;Decante Naxos - Xerjoff;Decantes > Xerjoff;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-XERJ-NAXOS-2ML;;SIM;NÃO;"<p><strong>NAXOS</strong> de <strong>XERJOFF</strong> é um perfume <em>Oriental Especiado Compartilhável (Unissex)</em> lançado em <strong>2015</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Chris Maurice</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Lavanda</em>, <em>Bergamota</em> e <em>Limão</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Mel</em>, <em>Canela</em>, <em>Cashmeran</em> e <em>Jasmim Sambac</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Folha de Tabaco</em>, <em>Baunilha</em> e <em>Fava Tonka</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Xerjoff, Naxos, importado, perfume;Decante Naxos - Xerjoff | Original Montalk;Compre decante original de Naxos - Xerjoff fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Xerjoff;SIM;;;;
decante-xerjoff-naxos;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-XERJ-NAXOS-5ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-naxos;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-XERJ-NAXOS-10ML;;;NÃO;;;;;;SIM;;;;
decante-xerjoff-renaissance;Decante Renaissance - Xerjoff;Decantes > Xerjoff;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-XERJ-RENAISSANCE-2ML;;SIM;NÃO;"<p><strong>RENAISSANCE</strong> de <strong>XERJOFF</strong> é um perfume <em>Cítrico Aromático Compartilhável (Unissex)</em> lançado em <strong>2011</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Chris Maurice</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Limão de Amalfi</em>, <em>Tangerina</em>, <em>Bergamota</em> e <em>Petitgrain</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Hortelã</em>, <em>Lírio-do-Vale</em> e <em>Rosa</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Almíscar</em>, <em>Âmbar</em> e <em>Cedro</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Xerjoff, Renaissance, importado, perfume;Decante Renaissance - Xerjoff | Original Montalk;Compre decante original de Renaissance - Xerjoff fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Xerjoff;SIM;;;;
